47.4866143,7.7334272,Liestal,1
47.4597027,7.7174137,Seltisberg,1
47.4713633,7.6927575,Nuglar,1
47.4429371,7.674732,Büren SO,1
47.5055922,7.7298829,Füllinsdorf,1
47.4729163,7.7593955,Lausen,1
47.4489146,7.7360721,Bubendorf,1
47.4314838,7.7055069,Ziefen,1
47.3977342,7.69204,Reigoldswil,1
47.4467057,7.6953567,Lupsingen,1
47.46177,7.69036,St. Pantaleon,1
47.5129592,7.7652075,Arisdorf,1
47.4922007,7.7833916,Hersberg,1
47.41588,7.71721,Arboldswil,1
47.4018846,7.7174678,Titterten,1
47.3901548,7.675683,Lauwil,1
47.4037697,7.7804805,Bennwil,1
47.42523,7.75871,Lampenberg,1
47.44893,7.76449,Ramlinsburg,1
47.42396,7.77001,Hölstein,1
47.407313,7.7525983,Niederdorf,1
47.391511,7.7185492,Liedertswil,1
47.3936614,7.7492826,Oberdorf BL,1
47.3815278,7.7469396,Waldenburg,1
47.3483495,7.7686817,Langenbruck,1
47.4560149,7.8290735,Thürnen,1
47.446398,7.8373699,Diepflingen,1
47.4246342,7.8409937,Wittinsburg,1
47.4250763,7.8479117,Rümlingen,1
47.4385453,7.8533136,Sommerau,1
47.4150792,7.8659947,Häfelfingen,1
47.4101428,7.8446974,Buckten,1
47.4121609,7.8372211,Känerkinden,1
47.3999989,7.8337537,Dietisberg b. Läufelfingen,1
47.3950432,7.8558408,Läufelfingen,1
47.4643945,7.810661,Sissach,1
47.49451,7.82369,Wintersingen,1
47.4671523,7.7851197,Itingen,1
47.4917533,7.8043541,Nusshof,1
47.4517957,7.8077705,Zunzgen,1
47.43708,7.81173,Tenniken,1
47.413336,7.8112119,Diegten,1
47.3854855,7.8203957,Eptingen,1
47.4656125,7.8560314,Gelterkinden,1
47.4626895,7.8361995,Böckten,1
47.4845202,7.8505571,Rickenbach BL,1
47.5054627,7.8645192,Buus,1
47.5238529,7.8468307,Maisprach,1
47.4887554,7.8925242,Hemmiken,1
47.4687391,7.8761325,Ormalingen,1
47.4611393,7.9132149,Rothenfluh,1
47.4396888,7.96617,Kienberg,1
47.4505604,7.9409359,Anwil,1
47.4485139,7.8857915,Tecknau,1
47.44028,7.90822,Wenslingen,1
47.4330669,7.9353781,Oltingen,1
47.4175307,7.9042312,Zeglingen,1
47.42602,7.8983239,Kilchberg BL,1
47.4327804,7.883887,Rünenberg,1
47.2088348,7.532291,Solothurn,1
47.21055,7.5372803,Solothurn 1 Fächer,1
47.2080216,7.5321574,Solothurn 2 Stadt,1
47.2092323,7.5217846,Solothurn 3 Weststadt,1
47.21055,7.5372803,Solothurn,1
47.2130237,7.5002095,Bellach,1
47.2216911,7.514949,Langendorf,1
47.2252887,7.4724793,Lommiswil,1
47.2387859,7.4890057,Oberdorf SO,1
47.2525,7.51052,Weissenstein b. Solothurn,1
47.2311852,7.531701,Rüttenen,1
47.2456575,7.5710127,Niederwil SO,1
47.26388,7.53918,Balmberg,1
47.2565066,7.5762305,Günsberg,1
47.26421,7.54041,Oberbalmberg,1
47.2568557,7.5502151,Balm b. Günsberg,1
47.1984724,7.550672,Bleichenberg,1
47.203546,7.5579858,Zuchwil,1
47.2200407,7.5560703,Feldbrunnen,1
47.2221599,7.5447589,St. Niklaus SO,1
47.2262844,7.5783954,Attisholz,1
47.2301841,7.5653554,Riedholz,1
47.2354685,7.5978716,Flumenthal,1
47.2433149,7.5885493,Hubersdorf,1
47.25583,7.59296,Kammersrohr,1
47.2471427,7.6131632,Attiswil,1
47.2512653,7.6453444,Dettenbühl,1
47.2512653,7.6453444,Wiedlisbach,1
47.2620667,7.6598349,Oberbipp,1
47.26645,7.62193,Farnern,1
47.2634772,7.6421566,Rumisberg,1
47.2151651,7.5866469,Luterbach,1
47.2195552,7.5798124,Luterbach-Attisholz,1
47.21378,7.62088,Deitingen,1
